-0.090417	0.037385	0.124349	-0.171779	-0.107565	-0.074278	-0.168029	0.017030	0.176585	-0.049525	-0.038858	-0.149760	-0.050534	0.112181	-0.107756	-0.122397	-0.147846	-0.094039	-0.058301	0.095566	0.064367	-0.144153	0.093331	-0.143096	0.168474	0.041994	-0.038803	-0.147743	-0.157202	-0.078106	-0.131924	-0.142153	-0.097473	0.085716	0.025378	-0.007148	-0.066828	-0.139378	0.022922	-0.164675	0.120866	-0.085926	0.130316	0.108228	-0.063109	0.141801	0.017090	-0.059686	0.003428	0.163867	-0.148090	0.000976	-0.066453	-0.016043	-0.036711	0.096533	0.002853	-0.096326	-0.077226	-0.156944	0.019870	-0.072266	-0.054285	0.094948	0.040307	0.050156	-0.134176	-0.075660	-0.055862	0.069385	-0.048102	0.071856	-0.137587	-0.071122	0.155190	-0.151698	0.131709	-0.002723	0.088148	-0.087460	0.045966	0.102107	-0.067066	0.094817	0.126590	0.083995	-0.136023	0.055419	0.125050	-0.023224	0.061575	-0.113726	-0.051339	-0.033438	-0.164899	-0.101416	-0.009177	0.062507	-0.053957	0.114590	
0.058726	-0.055923	-0.171902	0.139564	0.144401	0.158594	0.116568	-0.176875	0.070821	0.158401	-0.025513	-0.027334	-0.120343	-0.075525	0.026174	-0.047307	0.119320	-0.155615	0.097091	-0.037314	-0.116305	-0.124628	-0.066784	0.040260	-0.062586	0.132346	0.083510	0.133530	-0.117291	-0.047708	-0.046892	0.108147	0.026080	-0.024910	0.170102	-0.025359	-0.188717	-0.062637	-0.107404	-0.073944	-0.000288	0.147538	0.174403	-0.048550	-0.042168	0.028971	-0.046384	0.101051	0.054958	-0.129596	-0.069082	-0.138493	0.023204	-0.136969	-0.064812	-0.055049	-0.049474	-0.060226	-0.051586	0.028336	-0.041138	0.119282	-0.199341	0.114390	-0.039588	-0.113482	0.058997	-0.127775	-0.039776	0.137451	0.103259	0.050945	0.034174	0.184887	0.144777	-0.040709	0.069215	0.074375	-0.097747	0.158566	-0.061032	-0.038994	0.076165	0.155337	0.024832	0.036155	-0.081970	-0.080574	0.167917	-0.010702	0.043507	-0.010481	0.068790	0.127563	0.025091	0.017399	-0.102932	0.075544	0.063605	0.154553	
0.117058	0.096935	0.109017	0.141233	-0.120912	-0.080310	-0.017089	-0.037757	-0.057749	0.052841	0.002269	-0.089922	-0.112609	0.142783	0.059281	-0.120512	0.046673	-0.030812	-0.135960	0.060648	-0.222252	0.144694	-0.162293	0.044511	0.107107	0.090741	-0.131031	-0.112682	-0.059335	0.149378	0.129738	-0.074435	-0.149387	0.114177	-0.105028	-0.052015	-0.021873	0.071151	-0.077318	0.115467	-0.011999	0.030813	0.031693	-0.081146	0.052983	0.111651	0.098655	0.016105	-0.035968	-0.020468	-0.158876	0.095649	-0.199813	0.050630	0.100083	-0.096996	-0.021812	0.092101	0.130227	0.133156	0.067437	-0.151489	-0.058939	-0.101679	0.088430	0.033068	0.064583	0.095313	-0.091579	0.042794	-0.046625	0.070260	-0.069698	-0.166182	0.063781	0.116370	0.154223	-0.123727	0.040850	0.101413	-0.121544	0.040778	-0.148090	0.115197	-0.053326	0.178217	0.005792	0.027091	0.112468	-0.103846	0.098406	-0.033782	0.179578	-0.039507	-0.039906	0.109603	-0.072748	-0.094590	-0.077219	-0.111581	
0.013258	-0.110703	-0.058799	-0.085267	-0.046407	-0.149684	-0.180062	0.077212	-0.144098	0.133815	-0.031458	0.034391	0.135449	-0.131270	0.157047	-0.169946	0.172735	-0.026026	0.085733	0.161306	0.062556	-0.066689	-0.116025	0.107945	0.025659	-0.054141	0.018583	0.019572	-0.085291	0.081769	0.048220	0.076619	-0.131253	-0.170881	-0.068982	-0.090458	-0.088035	0.054947	-0.058838	0.041572	-0.080565	-0.062404	0.094093	0.034594	0.125569	0.093188	0.002844	0.155133	-0.076171	0.032617	0.107941	-0.054061	-0.100467	0.161842	-0.011028	0.072204	0.018351	-0.114483	-0.187239	-0.000299	-0.087462	0.050400	0.134821	0.000842	0.164900	0.091416	-0.031617	0.020817	-0.102459	-0.035079	-0.083077	0.144528	0.123397	0.107967	-0.111295	-0.101334	-0.125676	-0.055131	-0.001395	0.044568	-0.116413	-0.000320	-0.015344	-0.196001	-0.084480	-0.136667	0.006238	-0.027852	-0.106807	-0.179663	-0.085242	-0.021730	-0.111734	-0.119310	-0.039103	-0.135383	-0.147313	0.039744	0.103985	-0.134492	
0.090956	-0.023899	-0.090502	-0.148995	-0.053891	-0.158592	0.086931	-0.146077	-0.054073	0.100339	0.156126	0.105554	-0.035717	-0.061192	0.067181	-0.111615	-0.090078	-0.186201	0.063465	-0.047438	0.086109	-0.066946	0.108285	0.139525	0.095774	0.019945	0.099771	0.125358	0.039517	0.060402	-0.081413	0.145506	-0.203981	-0.083320	0.148232	-0.066129	-0.090689	-0.038848	-0.085551	-0.145218	0.092228	0.125361	-0.005661	-0.034546	-0.143820	0.034880	-0.155182	0.085237	-0.048036	0.048466	0.035638	-0.058453	-0.096862	0.143895	-0.073425	-0.005402	0.141515	0.028918	-0.073978	-0.033416	0.095595	-0.118998	0.022991	0.083287	-0.171963	0.120830	-0.080860	-0.040568	0.160614	0.014297	0.007535	0.200746	0.008948	0.121750	-0.116764	-0.059457	0.014828	0.165626	-0.100690	0.001934	0.051730	-0.018260	0.037771	0.021996	0.167200	0.094784	-0.004354	-0.142203	-0.154714	0.123244	-0.130419	-0.139893	0.002004	0.006660	0.009245	0.066599	-0.103352	-0.101622	-0.140190	0.080608	
0.012305	0.090162	-0.085825	0.087415	0.151087	-0.170940	0.160052	-0.104084	-0.026327	0.014975	0.155258	-0.010334	0.168705	0.066323	-0.126032	-0.098387	0.123968	-0.187947	-0.070190	0.076979	-0.136828	-0.040350	0.079103	0.044894	-0.207921	0.028109	-0.034050	0.048067	0.170867	0.101773	-0.033775	-0.049434	-0.004915	0.100132	-0.158255	-0.042318	-0.150957	-0.080185	-0.036191	0.032550	-0.164820	0.095015	-0.000896	0.051745	0.046911	0.083039	-0.182152	0.125020	0.044245	-0.171723	-0.021058	-0.083686	-0.023590	-0.048521	0.034546	0.037367	-0.096182	-0.078716	-0.036086	0.033396	0.079034	-0.034727	0.008993	0.121638	-0.110096	0.066087	-0.195604	-0.076794	-0.047804	-0.001916	0.087698	-0.100883	-0.022767	0.096634	0.034572	0.093125	0.056689	0.131221	0.173651	0.178300	0.110246	0.075754	-0.004370	0.052815	0.143025	0.131496	-0.031627	0.034939	0.030120	-0.121031	0.061554	0.129565	0.128457	0.020398	0.002368	0.110970	0.014519	0.088406	0.088418	0.093400	
0.008340	-0.015810	-0.132786	-0.031352	-0.010787	-0.205489	-0.003913	-0.044461	0.012831	0.022237	-0.124215	-0.095283	-0.039877	0.064909	0.052923	-0.000096	0.028921	0.034994	-0.020034	0.074241	-0.018960	-0.023224	-0.122974	-0.143932	-0.103948	0.051786	-0.061995	0.239672	-0.027396	-0.030068	-0.102021	-0.026103	0.072953	0.180101	-0.162497	0.063496	0.187815	-0.038369	0.007472	-0.044958	-0.040593	0.039078	-0.026771	-0.108814	0.003657	0.006751	-0.139596	0.075628	0.069687	-0.153897	-0.141054	0.186965	-0.165245	0.028717	0.159545	-0.008515	0.044881	0.107933	0.037148	0.116610	0.079527	-0.179828	0.007161	-0.163781	0.049342	0.048202	-0.081206	-0.142020	-0.229020	0.029055	-0.039812	0.187986	-0.017401	0.033095	0.086247	0.059977	0.110706	-0.026253	-0.032807	0.109992	0.008144	-0.213592	-0.055389	-0.010012	-0.125137	0.015146	0.096038	0.081016	-0.131311	-0.101738	0.179766	-0.105620	0.049359	0.112811	0.111606	-0.095389	-0.004328	0.088074	-0.160092	0.079483	
-0.128418	0.124972	-0.034787	0.123797	0.025302	-0.181111	0.054539	-0.062033	-0.042598	-0.061785	0.097100	-0.061239	0.141036	0.076491	-0.092314	-0.071264	0.181022	-0.025941	0.066274	-0.065028	-0.111412	0.051940	0.076093	-0.062070	-0.140543	-0.005193	-0.130618	-0.140955	0.174027	0.105394	-0.041148	-0.145353	-0.088929	-0.090914	-0.109324	-0.073874	0.138878	0.012500	0.016241	-0.022745	-0.176156	-0.092063	0.038418	0.140611	0.198972	-0.105960	-0.074351	-0.086279	0.087361	-0.144596	-0.121714	-0.157693	-0.136862	0.069255	0.083307	-0.071245	-0.088693	-0.043382	-0.130483	-0.056142	0.117021	0.128977	0.067130	0.163137	-0.118631	-0.032415	-0.100122	-0.081333	-0.076289	0.033175	0.065830	-0.078207	-0.051675	0.051215	-0.142702	-0.036617	-0.015548	-0.022160	0.057075	0.083896	-0.024060	-0.047736	-0.133298	0.068315	0.163516	0.127024	0.087331	0.075835	-0.089784	0.098573	0.066958	0.057601	-0.086546	-0.104959	-0.015516	-0.153715	-0.038392	0.145432	0.086275	0.056880	
0.158268	0.061080	0.143800	-0.150300	0.062347	-0.028751	-0.113284	-0.008841	-0.139095	-0.162178	0.066753	0.121345	-0.057806	-0.077262	0.152953	-0.051139	-0.067575	0.094918	0.062806	-0.033673	0.098291	0.090225	0.073016	-0.146998	-0.073669	0.113284	0.116243	-0.167457	-0.144138	0.034324	-0.129616	0.117719	0.024981	0.075403	0.003968	0.133162	0.035353	-0.063550	0.142571	0.133856	-0.107001	0.094524	0.107282	0.104239	0.146016	0.128808	0.042000	0.042634	0.032000	0.083536	-0.131954	0.054706	-0.048754	-0.168980	0.119643	0.128889	-0.063168	0.078943	0.028347	0.136505	0.108313	-0.070299	-0.061930	-0.061462	0.040021	-0.129487	-0.075445	-0.078133	-0.108829	0.105006	0.056531	0.091042	-0.077348	0.146785	-0.060477	0.024696	0.017753	-0.145259	-0.134155	-0.126453	0.103480	-0.125266	-0.107206	-0.128081	-0.137410	0.108620	0.117859	-0.121633	-0.005052	-0.005285	0.102254	0.031353	-0.078519	-0.042643	0.120416	-0.056899	-0.059282	-0.052458	-0.103632	0.136744	
-0.081534	-0.159176	-0.114371	0.070003	0.099761	-0.097265	0.189914	-0.173014	0.051467	0.001089	-0.076602	-0.013580	-0.048050	-0.161058	0.152758	0.190209	0.008025	-0.090022	-0.106280	-0.125663	-0.093505	0.132116	0.051919	-0.138605	-0.050309	-0.019599	0.085570	0.107029	0.047438	-0.022635	0.165867	-0.009568	0.054872	-0.009816	-0.089386	0.064291	-0.181630	0.006130	0.008867	-0.068109	-0.083658	0.050163	0.071020	-0.134776	-0.161030	-0.072601	0.042493	-0.073297	0.044119	-0.176030	0.055881	0.037162	-0.153185	-0.108643	0.176072	0.028339	-0.121024	0.025829	0.041059	-0.009147	0.049238	-0.042838	-0.003349	0.058601	-0.030289	-0.059432	-0.058018	-0.145117	0.107348	-0.061711	0.133104	0.020523	-0.001673	0.117056	-0.066396	-0.008550	0.017390	-0.022794	0.022004	-0.068838	0.092856	-0.063089	0.067520	0.149396	0.024107	-0.017036	-0.151553	0.058129	-0.036988	-0.048310	0.163210	0.097275	0.181685	-0.168052	-0.166661	0.151213	-0.104852	-0.150460	-0.193670	-0.057021	
