0.315067	-0.330521	-0.342502	-0.141801	-0.441000	-0.348248	-0.336769	0.029278	0.349763	0.318921	
0.100885	0.285062	0.081649	-0.125248	0.178709	0.390871	-0.205840	-0.008170	-0.004031	-0.108970	
-0.353593	-0.033470	-0.177087	0.427761	0.156574	0.516598	-0.456813	0.288334	0.159167	0.225775	
-0.383347	-0.232847	0.479502	-0.304105	-0.150719	0.519775	0.054025	0.039880	-0.105836	0.156953	
-0.099197	0.043366	-0.120789	0.161353	-0.210528	-0.093367	0.334387	0.111245	0.201880	-0.015442	
-0.103126	0.025203	-0.045601	0.147673	-0.353562	-0.178928	-0.160834	-0.086488	0.141194	-0.155006	
0.231911	0.048634	-0.107259	-0.028035	-0.048019	0.036821	0.061531	0.040569	-0.094048	0.043028	
0.268688	0.319213	-0.062293	0.235262	-0.545679	0.240098	-0.440883	-0.095450	0.373152	-0.261797	
-0.147610	0.068346	0.050545	0.008721	-0.027087	0.057884	-0.032717	-0.103486	0.095234	0.046229	
-0.019241	0.061028	0.014452	-0.067357	0.133856	-0.100909	-0.054730	0.040561	-0.080898	0.152104	
-0.013404	-0.008390	0.020980	0.017356	0.090012	-0.044140	-0.314177	-0.114991	-0.077526	-0.027400	
0.057659	-0.206924	0.085963	0.060185	0.087527	0.009263	-0.071626	-0.195142	-0.071666	0.010653	
0.022444	-0.009050	-0.297182	0.024525	0.129588	0.446620	0.249571	0.082046	-0.306487	0.243648	
-0.257149	0.032996	-0.550372	-0.301318	-0.255612	-0.007071	-0.172122	-0.120358	-0.018182	0.129836	
0.550716	-0.392869	0.268346	-0.037128	-0.032106	-0.250090	-0.380833	-0.135122	-0.121270	0.464012	
0.029029	0.053643	0.030453	-0.012809	0.100187	-0.046357	-0.061671	-0.013622	0.132946	0.077007	
-0.212695	-0.127830	-0.075204	0.044479	-0.230859	0.066385	0.263201	0.293523	0.216152	-0.049577	
0.001335	-0.028936	0.514670	0.003383	-0.044111	-0.238831	-0.202470	0.414714	-0.282295	0.128806	
-0.110997	-0.074759	0.050547	0.048655	-0.068774	-0.100322	0.220362	0.028563	0.103573	-0.016699	
-0.003459	-0.020623	0.035519	-0.093920	0.016880	-0.036002	-0.115931	-0.042477	0.012563	-0.019477	
0.097217	-0.010393	0.011566	-0.031706	-0.113003	-0.119978	0.024139	0.006546	0.175321	-0.209173	
-0.073407	0.083440	0.101383	-0.008278	-0.006287	-0.083276	-0.028152	-0.063065	0.136055	0.084164	
0.330552	0.193369	-0.203527	-0.277237	-0.323267	-0.438447	0.247873	0.078357	-0.564449	-0.226396	
0.027401	0.052190	-0.172348	-0.097331	-0.135117	0.015999	-0.070206	-0.086571	-0.031110	-0.164703	
-0.032420	0.128227	0.120751	0.250189	0.003944	-0.185300	-0.279906	0.037551	-0.164505	0.217973	
0.167214	0.029545	-0.078090	-0.059641	-0.036390	0.018745	0.006504	-0.096194	0.048393	0.032573	
0.219905	0.135018	-0.038680	-0.020665	0.020327	-0.098027	0.051598	-0.118080	0.055653	-0.176047	
-0.272326	-0.177422	0.055698	-0.020085	0.148668	0.161472	-0.057433	0.155956	-0.123198	0.079210	
-0.271417	-0.560168	-0.225702	-0.268321	0.286464	0.150499	0.141952	0.446072	-0.229669	0.289286	
-0.058943	-0.227672	0.313902	0.100587	-0.045269	-0.063774	-0.053096	0.022052	0.233982	0.086597	
-0.074181	0.264516	0.374427	0.174495	-0.458178	-0.067121	-0.458797	-0.005431	0.535781	-0.204612	
0.109221	-0.005980	0.129818	-0.185009	0.074807	-0.003556	0.001087	0.000717	0.080783	0.048382	
0.210080	-0.121254	-0.533489	-0.272849	0.101399	0.375125	-0.345577	0.306919	-0.198315	-0.420899	
-0.214364	-0.433457	0.532891	0.093807	0.148687	0.201855	-0.002867	-0.206960	-0.248692	0.451281	
-0.115710	0.561813	-0.547606	-0.145290	0.196386	-0.049575	-0.008243	-0.187268	-0.017141	0.523010	
-0.154536	0.067365	-0.037493	0.040022	0.036398	-0.146329	-0.169040	-0.192986	-0.135828	-0.013313	
-0.125287	0.490014	-0.131360	0.114330	0.176459	-0.455547	0.162333	0.526641	0.341643	-0.234049	
0.042599	0.190248	-0.002092	-0.000587	-0.156129	-0.096291	0.025176	-0.163330	0.012396	-0.035530	
0.053227	0.141258	-0.154658	0.052501	-0.216472	0.025677	-0.121180	0.061078	0.012914	0.052477	
-0.150550	0.245027	-0.207333	-0.293450	0.132651	0.572280	0.024227	-0.148911	-0.356934	-0.090882	
0.005582	-0.045421	0.131365	-0.040719	-0.152013	-0.132558	-0.098911	-0.172803	0.077946	0.079162	
0.243344	0.080940	-0.320838	0.308513	0.064735	-0.097255	0.173268	-0.115552	0.315509	-0.064106	
0.005080	-0.056634	0.052978	0.270828	0.035011	-0.111790	-0.170996	0.116465	0.150728	0.129128	
0.004736	-0.122843	-0.059761	-0.121040	-0.184548	0.007070	0.108044	-0.149077	0.006694	-0.037946	
-0.037378	0.029783	-0.207100	-0.161777	0.040470	-0.040908	0.177809	0.207353	0.069393	-0.018216	
0.048698	-0.173960	-0.293402	-0.004959	0.123867	0.062313	-0.034737	0.026064	0.067432	-0.053219	
0.019176	0.135565	-0.025532	-0.019352	0.153255	0.068806	-0.067611	-0.121003	-0.049379	0.150731	
0.219586	-0.052518	0.720605	0.115957	-0.406596	0.357803	0.153313	-0.262595	-0.174646	0.000605	
0.189946	0.002569	0.004995	-0.090803	-0.066780	-0.050000	-0.041272	-0.104150	-0.056484	0.190260	
-0.113903	-0.227513	-0.208014	-0.057521	0.156835	0.211877	-0.052571	-0.049997	0.052022	0.043941	
-0.258250	-0.144389	-0.211104	-0.150548	0.444265	-0.394545	-0.218402	-0.250641	0.491822	0.373875	
-0.175873	-0.014922	0.092428	0.002669	0.043326	-0.119902	0.082955	-0.036509	-0.042445	0.263081	
0.060886	0.120334	0.095483	-0.023026	0.042842	-0.010870	0.019722	-0.112505	-0.006718	0.018019	
-0.111121	0.144850	0.109671	-0.046711	-0.183976	-0.004773	-0.170460	-0.197457	-0.106439	0.098878	
-0.089795	-0.046250	-0.150633	0.045727	-0.073185	-0.051907	0.165603	-0.021746	-0.085877	0.017379	
0.517309	-0.221355	-0.189425	-0.043415	0.029369	-0.056378	0.256230	0.055674	0.285878	-0.096618	
