20480	0
32824	1
48286	2
5123	3
9774	4
25258	5
29244	6
9073	7
1690	8
2078	9
49906	10
407256	11
32129	12
1340	13
22724	14
2253	15
49202	16
11829	17
8223	18
45160	19
33662	20
47145	21
1150244	22
3655	23
3189	24
18338	25
8002	26
5819	27
48916	28
47752	29
2051	30
8171	31
42003	32
45942	33
44410	34
912	35
16628	36
1541	37
38660	38
18061	39
33358	40
36433	41
6704	42
44919	43
47124	44
25688	45
42588	46
49761	47
1965047	48
49248	49
29021	50
20946	51
708	52
43379	53
17700	54
2066	55
48527	56
34964	57
3515	58
23092	59
18484	60
38626	61
25398	62
2208	63
47327	64
46698	65
5728	66
17187	67
10941	68
20074	69
394	70
38940	71
10756	72
23316	73
19617	74
6267	75
3966	76
29503	77
20603	78
44715	79
22680	80
11649	81
1116	82
47545	83
8741	84
43842	85
24730	86
29397	87
44293	88
15785	89
3619	90
16697	91
47971	92
6387	93
46343	94
40330	95
14635	96
2831	97
40919	98
13383	99
37966	100
46430	101
13100	102
497	103
14720	104
7375	105
27688	106
44949	107
50435	108
13293	109
748	110
36214	111
11568	112
26081	113
12151	114
2148773	115
18213	116
26331	117
14333	118
3191	119
35738	120
34746	121
1473493	122
4702	123
48824	124
121526	125
44264	126
1891	127
15155	128
14878	129
9440	130
6998	131
31444	132
36243	133
7405	134
8803	135
9777	136
3746	137
36228	138
50238	139
27929	140
14420	141
54396	142
267	143
22704	144
16193	145
14122	146
48532	147
42929	148
28686	149
1324220	150
20737	151
2514	152
1712	153
1343428	154
5466	155
21862	156
2750	157
8737	158
46279	159
31830	160
45506	161
40067	162
26087	163
5416	164
41783	165
28224	166
12881	167
10574	168
11683	169
32187	170
43679	171
5302	172
43626	173
38819	174
42456	175
1557682	176
24197	177
41764	178
3099	179
2718	180
2795	181
6461	182
49788	183
1613178	184
34478	185
28002	186
10077	187
29057	188
5817	189
30183	190
3981	191
38286	192
30861	193
1121861	194
10514	195
44196	196
45175	197
34102	198
7403	199
12918	200
31671	201
253	202
1019	203
39195	204
21973	205
44835	206
9498	207
43354	208
7162	209
36543	210
9454	211
15168	212
45249	213
24106	214
392	215
24644	216
4239	217
41489	218
11063	219
46267	220
16534	221
27194	222
40789	223
33383	224
41983	225
3974	226
24257	227
40272	228
50217	229
42994	230
14299	231
30	232
2242	233
9435	234
4540	235
6386	236
18300	237
7450	238
2910	239
12549	240
49452	241
10853	242
36041	243
12818	244
17864	245
23524	246
42911	247
24468	248
38809	249
46692	250
30095	251
34479	252
4919	253
31344	254
2959	255
17436	256
5185	257
254455	258
21776	259
27865	260
25879	261
14182	262
33232	263
27	264
20925	265
42140	266
46185	267
35047	268
33829	269
41595	270
27577	271
69346	272
122	273
17405	274
1297846	275
17791	276
14114	277
16284	278
44217	279
42596	280
47777	281
8528	282
46865	283
40956	284
40376	285
49439	286
47540	287
7423	288
11409	289
13394	290
6001	291
7193	292
5062	293
20133	294
18627	295
36086	296
8123	297
353	298
2491	299
15716	300
6879	301
41688	302
439	303
14979	304
2031	305
25068	306
3030	307
29798	308
514	309
40847	310
23850	311
42937	312
42586	313
43613	314
50409	315
34704	316
2166249	317
5878	318
19129	319
36285	320
31395	321
1196	322
11212	323
46329	324
1388	325
20354	326
4167	327
18924	328
22912	329
47714	330
1766670	331
21632	332
20754	333
44086	334
49407	335
5789	336
7649	337
3798	338
2447	339
27947	340
21229	341
16148	342
43506	343
45108	344
24333	345
44526	346
17176	347
6636	348
35777	349
5904	350
36365	351
50360	352
77489	353
42404	354
15058	355
32082	356
46260	357
38131	358
12320	359
26507	360
28714	361
13447	362
392301	363
12870	364
25182	365
40620	366
13604	367
31385	368
37847	369
24093	370
24179	371
17172	372
46462	373
13828	374
5653	375
23771	376
3410	377
30316	378
45698	379
15771	380
30513	381
45066	382
31822	383
33178	384
37708	385
4869	386
1179	387
2652	388
29376	389
29854	390
1886	391
6329	392
17875	393
404	394
6298	395
333860	396
2640	397
5908	398
43965	399
40650	400
42608	401
41211	402
40322	403
6328	404
34096	405
30297	406
5115	407
49801	408
9365	409
2284	410
33647	411
34533	412
2533042	413
49197	414
277776	415
2627	416
8683	417
9649	418
20889	419
38931	420
4	421
2287	422
1247	423
23234	424
28773	425
13627	426
15657	427
39899	428
29649	429
4798	430
1173	431
445049	432
40180	433
42562	434
21764	435
18565	436
7831	437
14033	438
21962	439
964	440
11303	441
15415	442
23952	443
7634	444
36258	445
42636	446
18451	447
4757	448
27016	449
41744	450
23465	451
24396	452
37474	453
16982	454
11260	455
1357024	456
22276	457
6521	458
5106	459
12034	460
1200605	461
939	462
44732	463
4886	464
41352	465
184	466
38019	467
767	468
42276	469
16616	470
46682	471
37119	472
44512	473
46769	474
455772	475
25468	476
34598	477
44954	478
46854	479
2104	480
40444	481
18927	482
37193	483
23657	484
7028	485
9951	486
42866	487
47636	488
1115144	489
23054	490
2603	491
2098	492
41173	493
43927	494
46706	495
5241	496
7714	497
43066	498
39426	499
27637	500
35723	501
21692	502
20400	503
22364	504
44944	505
47431	506
4275	507
5777	508
23857	509
16085	510
45170	511
45176	512
544	513
30155	514
9520	515
14199	516
32188	517
45046	518
19268	519
12459	520
15947	521
342	522
6916	523
45581	524
23513	525
29403	526
6149	527
7699	528
903	529
28196	530
38851	531
2170	532
2958	533
43343	534
44427	535
18709	536
42146	537
44376	538
1894	539
1178	540
49194	541
7679	542
1448	543
41465	544
16515	545
47579	546
20933	547
9530	548
39189	549
43281	550
5573	551
337	552
8355	553
341	554
1423922	555
3023	556
43451	557
7445	558
31172	559
23422	560
1358	561
4279	562
21435	563
23276	564
521	565
49204	566
16488	567
43144	568
42130	569
24608	570
2351	571
13600	572
43380	573
8005	574
5420	575
38593	576
37559	577
7264	578
1447	579
2892	580
1537	581
49381	582
18648	583
49142	584
10470	585
32899	586
25515	587
46953	588
42415	589
35331	590
18511	591
15689	592
32161	593
13195	594
42040	595
1280810	596
49171	597
6939	598
27498	599
17613	600
2535	601
36303	602
10385	603
50099	604
28416	605
45467	606
9987	607
18077	608
13630	609
42359	610
549	611
29047	612
15608	613
6120	614
32146	615
13211	616
1339	617
21384	618
18224	619
47634	620
41624	621
4368	622
18340	623
40628	624
6760	625
32720	626
8376	627
25409	628
59	629
312043	630
5926	631
11062	632
3439	633
6367	634
23704	635
8661	636
46811	637
12193	638
15360	639
43707	640
12182	641
7104	642
25640	643
50301	644
1122	645
5295	646
917	647
1085	648
209	649
42934	650
43502	651
14924	652
26658	653
11830	654
21132	655
3912	656
19784	657
23491	658
46356	659
50186	660
44579	661
4830	662
30579	663
3347	664
18909	665
47701	666
14030	667
12704	668
2994	669
10931	670
3186	671
19251	672
42552	673
19299	674
2387	675
10080	676
41543	677
29538	678
46120	679
7441	680
46914	681
39317	682
47225	683
49910	684
13930	685
346	686
3803	687
41596	688
9021	689
1367	690
38334	691
15511	692
21386	693
48639	694
49811	695
27614	696
49549	697
47045	698
39735	699
20774	700
14964	701
163	702
44272	703
30203	704
17160	705
24912	706
39975	707
8797	708
16829	709
48869	710
38734	711
1398981	712
2312	713
30993	714
49913	715
5782	716
1786	717
17372	718
40849	719
11889	720
12073	721
11241	722
18942	723
6430	724
41483	725
43605	726
46400	727
5865	728
44639	729
4476	730
22914	731
3985	732
50262	733
11323	734
20851	735
12702	736
9025	737
8509	738
39161	739
41122	740
2972	741
15918	742
48523	743
45425	744
21966	745
7743	746
46110	747
1973027	748
4096	749
39599	750
43014	751
15745	752
10204	753
1508	754
22201	755
5342	756
9826	757
18632	758
3197	759
4307	760
26874	761
15649	762
1190	763
19872	764
7432	765
7585	766
382264	767
1233	768
24416	769
49189	770
16639	771
35441	772
35594	773
28558	774
16296	775
2905	776
5723	777
41877	778
45648	779
2029	780
5190	781
35554	782
20626	783
47481	784
39868	785
42971	786
16909	787
14102	788
5812	789
37959	790
5933	791
46715	792
94958	793
5221	794
49698	795
50013	796
49057	797
33910	798
194	799
39368	800
5446	801
1969	802
1461	803
2660	804
29650	805
47604	806
8925	807
1965	808
36565	809
6744	810
32588	811
47309	812
30568	813
41796	814
7018	815
22227	816
45914	817
3713	818
1522	819
13231	820
16942	821
6716	822
9822	823
31304	824
15517	825
22621	826
15068	827
18926	828
10524	829
12891	830
18233	831
10606	832
3543	833
6777	834
8320	835
15872	836
10612	837
5152	838
20518	839
13753	840
1284	841
1348	842
1755	843
29007	844
9664	845
5744	846
44065	847
13566	848
10922	849
32825	850
1981	851
7055	852
42024	853
13955	854
10588	855
12448	856
27308	857
37378	858
11123	859
3244	860
28382	861
44386	862
42128	863
12830	864
29178	865
25149	866
2140	867
43784	868
35438	869
48048	870
14069	871
28113	872
25343	873
43427	874
42439	875
25632	876
15476	877
22033	878
35273	879
6222	880
335036	881
44681	882
32586	883
24525	884
