247	0
209	1
321	2
312	3
495	4
318	5
4	6
353	7
317	8
133	9
382	10
297	11
256	12
30	13
371	14
201	15
94	16
408	17
496	18
68	19
225	20
249	21
303	22
364	23
349	24
110	25
298	26
346	27
419	28
86	29
462	30
417	31
331	32
471	33
107	34
174	35
52	36
324	37
121	38
206	39
230	40
344	41
53	42
447	43
122	44
448	45
255	46
372	47
327	48
171	49
215	50
307	51
257	52
472	53
25	54
212	55
520	56
366	57
291	58
13	59
193	60
439	61
50	62
295	63
142	64
370	65
508	66
519	67
41	68
316	69
158	70
300	71
7	72
1	73
426	74
241	75
40	76
350	77
9	78
388	79
104	80
512	81
503	82
200	83
507	84
487	85
117	86
44	87
236	88
10	89
161	90
28	91
8	92
211	93
144	94
360	95
280	96
190	97
476	98
488	99
251	100
404	101
343	102
302	103
93	104
34	105
497	106
513	107
141	108
227	109
352	110
386	111
345	112
450	113
219	114
61	115
243	116
102	117
428	118
22	119
160	120
330	121
235	122
329	123
130	124
258	125
403	126
398	127
460	128
464	129
478	130
506	131
481	132
378	133
165	134
15	135
268	136
85	137
168	138
282	139
376	140
314	141
265	142
521	143
267	144
354	145
157	146
58	147
188	148
391	149
83	150
182	151
48	152
96	153
67	154
313	155
284	156
259	157
57	158
299	159
181	160
59	161
290	162
159	163
113	164
415	165
483	166
187	167
365	168
79	169
273	170
87	171
474	172
73	173
95	174
66	175
304	176
486	177
490	178
134	179
184	180
264	181
271	182
491	183
204	184
166	185
424	186
37	187
189	188
119	189
381	190
263	191
499	192
205	193
431	194
178	195
287	196
65	197
452	198
399	199
412	200
296	201
75	202
180	203
195	204
232	205
421	206
433	207
105	208
49	209
214	210
199	211
129	212
405	213
145	214
136	215
322	216
6	217
379	218
109	219
253	220
92	221
272	222
246	223
337	224
176	225
70	226
173	227
395	228
250	229
492	230
411	231
183	232
228	233
509	234
223	235
203	236
198	237
407	238
229	239
16	240
480	241
380	242
217	243
127	244
453	245
410	246
510	247
244	248
511	249
98	250
169	251
152	252
39	253
276	254
477	255
375	256
170	257
19	258
348	259
320	260
5	261
103	262
100	263
60	264
38	265
432	266
72	267
461	268
62	269
470	270
358	271
97	272
143	273
456	274
270	275
99	276
489	277
482	278
306	279
138	280
148	281
275	282
323	283
468	284
3	285
397	286
179	287
436	288
115	289
458	290
390	291
74	292
374	293
505	294
446	295
422	296
301	297
197	298
518	299
114	300
23	301
286	302
56	303
185	304
285	305
64	306
418	307
149	308
310	309
351	310
150	311
356	312
29	313
493	314
516	315
234	316
80	317
2	318
18	319
475	320
162	321
437	322
222	323
55	324
517	325
192	326
442	327
326	328
175	329
278	330
54	331
389	332
325	333
413	334
31	335
147	336
501	337
429	338
233	339
12	340
420	341
502	342
387	343
245	344
84	345
430	346
283	347
400	348
368	349
293	350
260	351
367	352
269	353
45	354
522	355
319	356
81	357
393	358
394	359
438	360
332	361
445	362
274	363
132	364
305	365
239	366
46	367
292	368
76	369
177	370
294	371
237	372
238	373
466	374
434	375
423	376
210	377
369	378
231	379
315	380
88	381
226	382
425	383
340	384
116	385
126	386
435	387
154	388
77	389
191	390
196	391
218	392
451	393
355	394
277	395
473	396
494	397
500	398
167	399
153	400
288	401
17	402
151	403
467	404
484	405
455	406
279	407
334	408
101	409
441	410
213	411
208	412
120	413
252	414
248	415
118	416
308	417
155	418
125	419
359	420
42	421
311	422
459	423
82	424
108	425
363	426
221	427
336	428
449	429
202	430
392	431
377	432
112	433
328	434
479	435
69	436
339	437
24	438
240	439
140	440
220	441
409	442
146	443
164	444
242	445
36	446
27	447
463	448
373	449
135	450
26	451
427	452
89	453
416	454
504	455
402	456
414	457
515	458
454	459
342	460
14	461
172	462
11	463
261	464
335	465
194	466
216	467
51	468
347	469
281	470
163	471
385	472
401	473
309	474
156	475
207	476
78	477
498	478
514	479
341	480
338	481
465	482
111	483
43	484
224	485
262	486
33	487
444	488
21	489
396	490
485	491
131	492
124	493
289	494
139	495
128	496
383	497
71	498
443	499
406	500
457	501
90	502
357	503
20	504
32	505
469	506
35	507
254	508
384	509
440	510
266	511
361	512
47	513
362	514
137	515
91	516
106	517
123	518
333	519
63	520
186	521
